"Date.Day","Date.Full","Date.Month","Date.Year","Show.Name","Show.Theatre","Show.Type","Statistics.Attendance","Statistics.Capacity","Statistics.Gross","Statistics.Gross Potential","Statistics.Performances"
"24","1/24/2010","1","2010","The Lion King","Minskoff","Musical","10706","81","1029469","69","8"
"24","1/24/2010","1","2010","The Phantom Of The Opera","Majestic","Musical","7570","59","560527","42","8"
"24","1/24/2010","1","2010","Time Stands Still","Friedman","Play","4755","91","220877","41","0"
"24","1/24/2010","1","2010","West Side Story","Palace","Musical","10078","74","833364","60","8"
"24","1/24/2010","1","2010","Wicked","Gershwin","Musical","13872","96","1377097","88","8"
"31","1/31/2010","1","2010","A Little Night Music","Walter Kerr","Musical","7360","99","905001","98","8"
"31","1/31/2010","1","2010","A View From The Bridge '10","Cort","Play","8528","99","731939","84","8"
"31","1/31/2010","1","2010","Billy Elliot: The Musical","Imperial","Musical","10401","91","1075181","81","8"
"31","1/31/2010","1","2010","Chicago","Ambassador","Musical","4909","57","335045","33","8"
"31","1/31/2010","1","2010","Fela!","Eugene O'Neill","Musical","7150","87","526784","60","8"
"31","1/31/2010","1","2010","God Of Carnage","Jacobs","Play","5641","65","400269","43","8"
"31","1/31/2010","1","2010","Hair","Al Hirschfeld","Musical","6534","58","500372","40","8"
"31","1/31/2010","1","2010","In The Heights","Richard Rodgers","Musical","7148","65","503832","43","8"
"31","1/31/2010","1","2010","Jersey Boys","August Wilson","Musical","9607","98","1067889","91","8"
"31","1/31/2010","1","2010","Mamma Mia!","Winter Garden","Musical","7998","67","573759","43","8"
"31","1/31/2010","1","2010","Mary Poppins","New Amsterdam","Musical","8590","60","550048","40","8"
"31","1/31/2010","1","2010","Memphis","Shubert","Musical","8694","74","540930","44","8"
"31","1/31/2010","1","2010","Next To Normal","Booth","Musical","5220","85","315058","50","8"
"31","1/31/2010","1","2010","Present Laughter '10","American Airlines","Play","5179","87","280928","43","8"
"31","1/31/2010","1","2010","Race","Ethel Barrymore","Play","5453","64","456856","50","8"
"31","1/31/2010","1","2010","Rock Of Ages","Brooks Atkinson","Musical","6037","76","486626","62","8"
"31","1/31/2010","1","2010","South Pacific","Vivian Beaumont","Musical","5768","69","541860","55","8"
"31","1/31/2010","1","2010","The Lion King","Minskoff","Musical","9884","75","939523","63","8"
"31","1/31/2010","1","2010","The Phantom Of The Opera","Majestic","Musical","7728","60","513387","38","8"
"31","1/31/2010","1","2010","Time Stands Still","Friedman","Play","5095","98","223964","41","4"
"31","1/31/2010","1","2010","West Side Story","Palace","Musical","9921","73","813378","58","8"
"31","1/31/2010","1","2010","Wicked","Gershwin","Musical","13863","96","1337056","85","8"
"7","2/7/2010","2","2010","A Little Night Music","Walter Kerr","Musical","7155","96","893398","97","8"
"7","2/7/2010","2","2010","A View From The Bridge '10","Cort","Play","8626","100","802066","92","8"
"7","2/7/2010","2","2010","Billy Elliot: The Musical","Imperial","Musical","10199","90","1006956","76","8"
"7","2/7/2010","2","2010","Chicago","Ambassador","Musical","4746","55","331071","32","8"
"7","2/7/2010","2","2010","Fela!","Eugene O'Neill","Musical","5936","72","435122","50","8"
"7","2/7/2010","2","2010","God Of Carnage","Jacobs","Play","4599","53","314563","34","8"
"7","2/7/2010","2","2010","Hair","Al Hirschfeld","Musical","6615","59","481385","38","8"
"7","2/7/2010","2","2010","In The Heights","Richard Rodgers","Musical","6607","61","452976","39","8"
"7","2/7/2010","2","2010","Jersey Boys","August Wilson","Musical","8698","89","946813","81","8"
"7","2/7/2010","2","2010","Mamma Mia!","Winter Garden","Musical","7868","66","553179","41","8"
"7","2/7/2010","2","2010","Mary Poppins","New Amsterdam","Musical","9253","64","567310","41","8"
"7","2/7/2010","2","2010","Memphis","Shubert","Musical","7926","67","468346","38","8"
"7","2/7/2010","2","2010","Next To Normal","Booth","Musical","4854","79","276875","44","8"
"7","2/7/2010","2","2010","Present Laughter '10","American Airlines","Play","4695","79","270551","42","8"
"7","2/7/2010","2","2010","Race","Ethel Barrymore","Play","5008","59","401410","44","8"
"7","2/7/2010","2","2010","Rock Of Ages","Brooks Atkinson","Musical","5647","71","419338","54","8"
"7","2/7/2010","2","2010","South Pacific","Vivian Beaumont","Musical","4889","59","443995","45","8"
"7","2/7/2010","2","2010","The Lion King","Minskoff","Musical","11063","84","944733","64","8"
"7","2/7/2010","2","2010","The Phantom Of The Opera","Majestic","Musical","7189","56","497484","37","8"
"7","2/7/2010","2","2010","Time Stands Still","Friedman","Play","4863","94","304479","55","8"
"7","2/7/2010","2","2010","West Side Story","Palace","Musical","10540","78","780082","56","8"
"7","2/7/2010","2","2010","Wicked","Gershwin","Musical","13506","93","1285902","82","8"
"14","2/14/2010","2","2010","A Little Night Music","Walter Kerr","Musical","6981","94","917526","100","8"
"14","2/14/2010","2","2010","A View From The Bridge '10","Cort","Play","8597","100","791116","91","8"
"14","2/14/2010","2","2010","Billy Elliot: The Musical","Imperial","Musical","9759","86","1109442","84","8"
"14","2/14/2010","2","2010","Chicago","Ambassador","Musical","6677","77","578407","57","8"
"14","2/14/2010","2","2010","Fela!","Eugene O'Neill","Musical","6347","77","527692","60","8"
"14","2/14/2010","2","2010","God Of Carnage","Jacobs","Play","5731","66","420652","46","8"
"14","2/14/2010","2","2010","Hair","Al Hirschfeld","Musical","7366","65","593128","47","8"
"14","2/14/2010","2","2010","In The Heights","Richard Rodgers","Musical","8773","80","740580","64","8"
"14","2/14/2010","2","2010","Jersey Boys","August Wilson","Musical","8716","89","986753","84","8"
"14","2/14/2010","2","2010","Mamma Mia!","Winter Garden","Musical","9614","80","771095","58","8"
"14","2/14/2010","2","2010","Mary Poppins","New Amsterdam","Musical","11010","77","837224","61","8"
"14","2/14/2010","2","2010","Memphis","Shubert","Musical","8666","74","599184","49","8"
"14","2/14/2010","2","2010","Next To Normal","Booth","Musical","5183","84","340961","54","8"
"14","2/14/2010","2","2010","Present Laughter '10","American Airlines","Play","5070","86","282052","43","8"
"14","2/14/2010","2","2010","Race","Ethel Barrymore","Play","5629","67","488218","53","8"
"14","2/14/2010","2","2010","Rock Of Ages","Brooks Atkinson","Musical","6891","86","590842","76","8"
"14","2/14/2010","2","2010","South Pacific","Vivian Beaumont","Musical","5441","65","516653","52","8"
"14","2/14/2010","2","2010","The Lion King","Minskoff","Musical","11592","88","1213222","82","8"
"14","2/14/2010","2","2010","The Miracle Worker","Circle In The Square","Play","2030","88","122265","46","0"
"14","2/14/2010","2","2010","The Phantom Of The Opera","Majestic","Musical","8770","68","676107","50","8"
"14","2/14/2010","2","2010","Time Stands Still","Friedman","Play","4695","90","299069","54","8"
"14","2/14/2010","2","2010","West Side Story","Palace","Musical","11135","82","1012095","73","8"
"14","2/14/2010","2","2010","Wicked","Gershwin","Musical","13620","94","1359810","87","8"
"21","2/21/2010","2","2010","A Little Night Music","Walter Kerr","Musical","6751","91","485701","53","8"
"21","2/21/2010","2","2010","A View From The Bridge '10","Cort","Play","8763","102","880386","101","8"
"21","2/21/2010","2","2010","Billy Elliot: The Musical","Imperial","Musical","10865","96","1190501","90","8"
"21","2/21/2010","2","2010","Chicago","Ambassador","Musical","7085","82","537616","53","8"
"21","2/21/2010","2","2010","Fela!","Eugene O'Neill","Musical","7948","96","571753","65","8"
"21","2/21/2010","2","2010","God Of Carnage","Jacobs","Play","5904","68","401766","44","8"
"21","2/21/2010","2","2010","Hair","Al Hirschfeld","Musical","9443","84","699728","56","8"
"21","2/21/2010","2","2010","In The Heights","Richard Rodgers","Musical","8845","82","728321","63","8"
"21","2/21/2010","2","2010","Jersey Boys","August Wilson","Musical","9865","100","1145386","98","8"
"21","2/21/2010","2","2010","Looped","Lyceum","Play","2190","60","94462","29","0"
"21","2/21/2010","2","2010","Mamma Mia!","Winter Garden","Musical","10900","91","855846","64","8"
"21","2/21/2010","2","2010","Mary Poppins","New Amsterdam","Musical","12131","84","933852","68","8"
"21","2/21/2010","2","2010","Memphis","Shubert","Musical","10432","89","658350","54","8"
"21","2/21/2010","2","2010","Next Fall","Helen Hayes","Play","3219","78","102609","23","0"
"21","2/21/2010","2","2010","Next To Normal","Booth","Musical","5690","92","353909","56","8"
"21","2/21/2010","2","2010","Present Laughter '10","American Airlines","Play","5228","88","296348","45","8"
"21","2/21/2010","2","2010","Race","Ethel Barrymore","Play","5960","70","481692","52","8"
"21","2/21/2010","2","2010","Rock Of Ages","Brooks Atkinson","Musical","7796","98","611565","79","8"
"21","2/21/2010","2","2010","South Pacific","Vivian Beaumont","Musical","6701","80","623420","63","8"
"21","2/21/2010","2","2010","The Lion King","Minskoff","Musical","13190","100","1454918","98","8"
"21","2/21/2010","2","2010","The Miracle Worker","Circle In The Square","Play","5561","90","256258","36","0"
"21","2/21/2010","2","2010","The Phantom Of The Opera","Majestic","Musical","11738","91","916411","68","8"
"21","2/21/2010","2","2010","Time Stands Still","Friedman","Play","5126","99","329808","59","8"
"21","2/21/2010","2","2010","West Side Story","Palace","Musical","13075","96","1087016","78","8"
"21","2/21/2010","2","2010","Wicked","Gershwin","Musical","14472","100","1602783","102","8"
"28","2/28/2010","2","2010","A Behanding In Spokane","Schoenfeld","Play","6876","80","413686","44","0"
"28","2/28/2010","2","2010","A Little Night Music","Walter Kerr","Musical","6779","91","822579","89","8"
"28","2/28/2010","2","2010","A View From The Bridge '10","Cort","Play","8499","98","899916","103","8"
"28","2/28/2010","2","2010","All About Me","Henry Miller (Rndabt)","Musical","4731","65","265727","32","0"
"28","2/28/2010","2","2010","Billy Elliot: The Musical","Imperial","Musical","9752","86","940033","71","8"
"28","2/28/2010","2","2010","Chicago","Ambassador","Musical","4662","54","343596","34","8"
"28","2/28/2010","2","2010","Fela!","Eugene O'Neill","Musical","7231","88","490552","56","8"
"28","2/28/2010","2","2010","God Of Carnage","Jacobs","Play","5102","59","328121","36","8"
"28","2/28/2010","2","2010","Hair","Al Hirschfeld","Musical","6631","59","460489","37","8"
"28","2/28/2010","2","2010","In The Heights","Richard Rodgers","Musical","7593","71","455500","39","8"
"28","2/28/2010","2","2010","Jersey Boys","August Wilson","Musical","9140","93","986266","84","8"
"28","2/28/2010","2","2010","Looped","Lyceum","Play","3499","48","139174","22","0"
"28","2/28/2010","2","2010","Mamma Mia!","Winter Garden","Musical","8635","72","600043","45","8"
"28","2/28/2010","2","2010","Mary Poppins","New Amsterdam","Musical","8723","61","582370","42","8"
"28","2/28/2010","2","2010","Memphis","Shubert","Musical","8207","70","462951","38","8"
"28","2/28/2010","2","2010","Next Fall","Helen Hayes","Play","2494","60","99307","22","0"
"28","2/28/2010","2","2010","Next To Normal","Booth","Musical","4778","77","283894","45","8"
"28","2/28/2010","2","2010","Present Laughter '10","American Airlines","Play","4743","80","267148","41","8"
"28","2/28/2010","2","2010","Race","Ethel Barrymore","Play","5172","61","390798","42","8"
"28","2/28/2010","2","2010","Rock Of Ages","Brooks Atkinson","Musical","6771","85","497282","64","8"
"28","2/28/2010","2","2010","South Pacific","Vivian Beaumont","Musical","4314","52","399741","40","8"
"28","2/28/2010","2","2010","The Lion King","Minskoff","Musical","10659","81","1012545","68","8"
"28","2/28/2010","2","2010","The Miracle Worker","Circle In The Square","Play","5220","85","164830","23","0"
"28","2/28/2010","2","2010","The Phantom Of The Opera","Majestic","Musical","7739","60","515876","38","8"
"28","2/28/2010","2","2010","Time Stands Still","Friedman","Play","4906","94","310426","56","8"
"28","2/28/2010","2","2010","West Side Story","Palace","Musical","9564","70","760099","55","8"
"28","2/28/2010","2","2010","Wicked","Gershwin","Musical","14164","98","1353808","86","8"
"7","3/7/2010","3","2010","A Behanding In Spokane","Schoenfeld","Play","7725","90","432187","46","4"
"7","3/7/2010","3","2010","A Little Night Music","Walter Kerr","Musical","6489","87","787059","85","8"
"7","3/7/2010","3","2010","A View From The Bridge '10","Cort","Play","8493","98","892291","102","8"
"7","3/7/2010","3","2010","All About Me","Henry Miller (Rndabt)","Musical","4270","51","249222","27","0"
"7","3/7/2010","3","2010","Billy Elliot: The Musical","Imperial","Musical","10528","93","1031865","78","8"
"7","3/7/2010","3","2010","Chicago","Ambassador","Musical","5135","59","372677","37","8"
"7","3/7/2010","3","2010","Come Fly Away","Marquis","Musical","8817","79","502367","38","0"
"7","3/7/2010","3","2010","Fela!","Eugene O'Neill","Musical","5907","72","442051","51","8"
"7","3/7/2010","3","2010","God Of Carnage","Jacobs","Play","6428","75","316221","34","8"
"7","3/7/2010","3","2010","Hair","Al Hirschfeld","Musical","5931","53","482026","38","8"
"7","3/7/2010","3","2010","In The Heights","Richard Rodgers","Musical","7205","67","517768","45","8"
"7","3/7/2010","3","2010","Jersey Boys","August Wilson","Musical","9041","92","987427","84","8"
"7","3/7/2010","3","2010","Looped","Lyceum","Play","4747","65","167023","26","0"
"7","3/7/2010","3","2010","Mamma Mia!","Winter Garden","Musical","9418","79","661456","49","8"
"7","3/7/2010","3","2010","Mary Poppins","New Amsterdam","Musical","9748","68","641692","47","8"
"7","3/7/2010","3","2010","Memphis","Shubert","Musical","8551","73","554758","46","8"
"7","3/7/2010","3","2010","Next Fall","Helen Hayes","Play","3543","75","110010","21","0"
"7","3/7/2010","3","2010","Next To Normal","Booth","Musical","4490","73","262037","41","8"
"7","3/7/2010","3","2010","Present Laughter '10","American Airlines","Play","5065","86","284329","44","8"
"7","3/7/2010","3","2010","Race","Ethel Barrymore","Play","4781","56","358536","39","8"
"7","3/7/2010","3","2010","Rock Of Ages","Brooks Atkinson","Musical","6145","77","469371","60","8"
"7","3/7/2010","3","2010","South Pacific","Vivian Beaumont","Musical","5041","61","430278","44","8"
"7","3/7/2010","3","2010","The Lion King","Minskoff","Musical","11223","85","1042653","70","8"
"7","3/7/2010","3","2010","The Miracle Worker","Circle In The Square","Play","4839","78","186559","26","6"
"7","3/7/2010","3","2010","The Phantom Of The Opera","Majestic","Musical","8584","66","608166","45","8"
"7","3/7/2010","3","2010","Time Stands Still","Friedman","Play","5100","98","291011","52","8"
"7","3/7/2010","3","2010","West Side Story","Palace","Musical","10081","74","808694","58","8"
"7","3/7/2010","3","2010","Wicked","Gershwin","Musical","14215","98","1337882","85","8"
"14","3/14/2010","3","2010","A Behanding In Spokane","Schoenfeld","Play","7423","87","554397","59","8"
"14","3/14/2010","3","2010","A Little Night Music","Walter Kerr","Musical","6718","90","803632","87","8"
"14","3/14/2010","3","2010","A View From The Bridge '10","Cort","Play","8721","101","895598","103","8"
"14","3/14/2010","3","2010","All About Me","Henry Miller (Rndabt)","Musical","4590","55","213954","23","0"
"14","3/14/2010","3","2010","Billy Elliot: The Musical","Imperial","Musical","11212","99","1124274","85","8"
"14","3/14/2010","3","2010","Chicago","Ambassador","Musical","6384","74","483133","47","8"
"14","3/14/2010","3","2010","Come Fly Away","Marquis","Musical","9311","84","554264","42","0"
"14","3/14/2010","3","2010","Fela!","Eugene O'Neill","Musical","6894","84","484604","55","8"
"14","3/14/2010","3","2010","God Of Carnage","Jacobs","Play","6646","77","362830","39","8"
"14","3/14/2010","3","2010","Hair","Al Hirschfeld","Musical","7306","65","514961","41","8"
"14","3/14/2010","3","2010","In The Heights","Richard Rodgers","Musical","8890","83","655285","57","8"
"14","3/14/2010","3","2010","Jersey Boys","August Wilson","Musical","9632","98","1052412","90","8"
"14","3/14/2010","3","2010","Lend Me A Tenor '10","Music Box","Play","3014","75","190491","40","0"
"14","3/14/2010","3","2010","Looped","Lyceum","Play","4714","64","151549","23","1"
"14","3/14/2010","3","2010","Mamma Mia!","Winter Garden","Musical","10389","87","718613","54","8"
"14","3/14/2010","3","2010","Mary Poppins","New Amsterdam","Musical","11445","80","760371","55","8"
"14","3/14/2010","3","2010","Memphis","Shubert","Musical","8734","74","552114","45","8"
"14","3/14/2010","3","2010","Million Dollar Quartet","Nederlander","Musical","2622","72","156387","36","0"
"14","3/14/2010","3","2010","Next Fall","Helen Hayes","Play","3421","73","109638","21","4"
"14","3/14/2010","3","2010","Next To Normal","Booth","Musical","5076","82","311720","49","8"
"14","3/14/2010","3","2010","Present Laughter '10","American Airlines","Play","5490","93","307559","47","8"
"14","3/14/2010","3","2010","Race","Ethel Barrymore","Play","4725","56","363237","39","8"
"14","3/14/2010","3","2010","Red","Golden","Play","2833","88","117328","34","0"
"14","3/14/2010","3","2010","Rock Of Ages","Brooks Atkinson","Musical","6785","85","544087","70","8"
"14","3/14/2010","3","2010","South Pacific","Vivian Beaumont","Musical","6754","81","575662","58","8"
"14","3/14/2010","3","2010","The Addams Family","Lunt-Fontanne","Musical","10492","99","1192213","97","0"
"14","3/14/2010","3","2010","The Lion King","Minskoff","Musical","11976","91","1191289","80","8"
"14","3/14/2010","3","2010","The Miracle Worker","Circle In The Square","Play","5117","83","236564","36","8"
"14","3/14/2010","3","2010","The Phantom Of The Opera","Majestic","Musical","10613","82","781329","58","8"
"14","3/14/2010","3","2010","Time Stands Still","Friedman","Play","4986","96","337039","60","8"
"14","3/14/2010","3","2010","West Side Story","Palace","Musical","11912","88","945557","68","8"
"14","3/14/2010","3","2010","Wicked","Gershwin","Musical","14472","100","1505286","96","8"
"21","3/21/2010","3","2010","A Behanding In Spokane","Schoenfeld","Play","6974","81","539372","57","8"
"21","3/21/2010","3","2010","A Little Night Music","Walter Kerr","Musical","7024","94","840312","91","8"
"21","3/21/2010","3","2010","A View From The Bridge '10","Cort","Play","8677","101","896520","103","8"
"21","3/21/2010","3","2010","All About Me","Henry Miller (Rndabt)","Musical","5615","67","197935","21","4"
"21","3/21/2010","3","2010","Billy Elliot: The Musical","Imperial","Musical","11226","99","1207973","91","8"
"21","3/21/2010","3","2010","Chicago","Ambassador","Musical","7542","87","612180","60","8"
"21","3/21/2010","3","2010","Come Fly Away","Marquis","Musical","10640","84","598912","40","0"
"21","3/21/2010","3","2010","Fela!","Eugene O'Neill","Musical","7096","86","508230","58","8"
"21","3/21/2010","3","2010","God Of Carnage","Jacobs","Play","5890","68","361951","39","8"
"21","3/21/2010","3","2010","Hair","Al Hirschfeld","Musical","7937","70","586760","47","8"
